StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Consent form,Timing_First Click,Timing_Last Click,Timing_Page Submit,Timing_Click Count,Q1,Q2,Timing_First Click,Timing_Last Click,Timing_Page Submit,Timing_Click Count,Q8,Q9,Q10_1,Timing_First Click,Timing_Last Click,Timing_Page Submit,Timing_Click Count,Q11,Q11_8_TEXT,Q12,Q13,Q13_6_TEXT,Q14,Q14_9_TEXT,Q15,Q16,Q16_3_TEXT,Q17,Q17_7_TEXT,Q18,Q19,Q19_3_TEXT,Q20,Q20_8_TEXT,Timing_First Click,Timing_Last Click,Timing_Page Submit,Timing_Click Count,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_7_TEXT,Q21_8,Q21_8_TEXT,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_6_TEXT,Q24_7,Q24_7_TEXT,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_8,Q26_8_TEXT,Q26_9,Q26_9_TEXT,Timing_First Click,Timing_Last Click,Timing_Page Submit,Timing_Click Count,Q27_1,Q27_2,Q27_1,Q27_2,Q30_1,Q30_2,Q31,Q32,Q33_1,Q34_1,Q35_1,Timing_First Click,Timing_Last Click,Timing_Page Submit,Timing_Click Count,Q36,Q37,Q38,Q49,Q39
2022-06-16 14:31:16,2022-06-16 15:02:19,IP Address,68.104.237.107,100,1862,True,2022-06-16 15:02:19,R_1GPM150mfEHShDb,,,,,33.6861,-112.0007,anonymous,EN,8.102,28.373,28.711,4,I agree,545.485,563.69,565.075,4,Alabama,Alabama,523.921,536.689,537.057,3,"The project manager creates a blueprint that guides the project from conception to implementation, specifying its scope, necessary resources, expected time frame, communication strategy, and so on",6-10% of total capacity,130,13.625,34.352,34.624,5,11-15% savings per month,,No,,,4-6 years,,No,,,$101-$250,,Yes,,,"Yes, terms will converge and become more customer friendly",,6.645,65.965,66.478,6,Slightly important,Very important,Moderately important,Very important,Very important,Very important,,,,,Moderately important,Moderately important,Very important,Moderately important,Very important,,,,,Might or might not,Might or might not,Probably yes,Probably yes,Might or might not,Probably yes,Might or might not,,,,,16.579,40.18,40.518,2,6-8%,3-5%,11-15%,5-10%,Within first year of operation,Within 1-3 years,Yes,Qualified and reliable subscribers are a low risk factor for community energy project owners,Slightly unlikely,13,5,8.6,18.248,18.709,3,No,,It has a great impact on project development,Yes,
2022-06-16 14:46:42,2022-06-16 15:02:25,IP Address,73.206.78.203,100,943,True,2022-06-16 15:02:26,R_DOSzmUSQXHOwJGx,,,,,29.4578,-95.0342,anonymous,EN,1.016,2.064,2.568,2,I agree,19.84,22.864,60.695,3,Alaska,Alaska,101.939,102.138,103.568,2,Try to nurture that audience,11-15% of total capacity,3000,20.345,21.849,23.241,2,6-10% savings per month,,Yes,Higher savings,,4-6 years,,Yes,Shorter terms,,$251-$500,,Yes,Lower cancellation fees,,"Yes, terms will converge and become less customer friendly",,19.461,27.604,28.771,9,Very important,Moderately important,Moderately important,Very important,Slightly important,Very important,Not at all important,,,,Slightly important,Moderately important,Moderately important,Moderately important,Very important,,,,,Probably yes,Might or might not,Probably not,Probably yes,Probably not,Might or might not,Might or might not,,,,,1.014,3.774,4.766,5,6-8%,6-8%,11-15%,5-10%,Within first year of operation,Within 1-3 years,Yes,Check the full capacity of the other party before signing the contract,Slightly likely,15,3,20.318,20.318,21.515,1,Yes,"  
Leverage low user negotiation registration",Every aspect has made a big impact,Yes,
2022-06-16 14:46:46,2022-06-16 15:02:27,IP Address,68.47.128.204,100,940,True,2022-06-16 15:02:28,R_217bjnwybitINAK,,,,,30.3876,-85.6769,anonymous,EN,3.31,3.31,4.38,1,I agree,16.694,16.694,55.381,1,Alaska,Alaska,103.858,103.858,104.947,1,Try to nurture that audience,6-10% of total capacity,2500,18.797,20.268,21.29,2,11-15% savings per month,,Yes,Lower savings,,7-10 years,,Yes,Shorter terms,,$101-$250,,Yes,Lower cancellation fees,,"Yes, terms will diverge and become more differentiated based on project size, geography, market, etc.",,89.128,94.426,94.73,8,Very important,Moderately important,Very important,Moderately important,Slightly important,Moderately important,,,,,Very important,Moderately important,Very important,Slightly important,Moderately important,,,,,Probably yes,Might or might not,Probably not,Might or might not,Might or might not,Might or might not,Probably not,,,,,25.076,27.78,28.116,5,3-5%,3-5%,5-10%,5-10%,Within 1-3 years,Within 1-3 years,Yes,Check the full capacity of the other party before signing the contract,Neither likely nor unlikely,35,7,12.29,12.29,13.64,1,Yes,"  
Leverage low user negotiation registration",Every aspect has made a big impact,Yes,
2022-06-16 14:46:53,2022-06-16 15:02:30,IP Address,141.193.164.179,100,936,True,2022-06-16 15:02:30,R_1eXC69RgF6wZGOt,,,,,37.3933,-94.7162,anonymous,EN,12.427,12.427,13.467,1,I agree,14.31,14.31,17.935,1,Alaska,Alaska,90.969,90.969,91.985,1,Try to nurture that audience,6-10% of total capacity,2300,13.528,14.744,16.109,2,6-10% savings per month,,Yes,Higher savings,,11-15 years,,Yes,Longer terms,,$251-$500,,Yes,Lower cancellation fees,,"Yes, terms will converge and become more customer friendly",,96.9,99.796,101.17,6,Very important,Moderately important,Slightly important,Moderately important,Moderately important,Very important,,,,,Very important,Moderately important,Very important,Moderately important,Slightly important,,,,,Probably yes,Probably yes,Might or might not,Might or might not,Probably not,Probably not,Might or might not,,,,,26.972,28.882,29.673,4,6-8%,3-5%,5-10%,11-15%,Within first year of operation,Within first year of operation,Yes,Check the full capacity of the other party before signing the contract,Slightly unlikely,30,5,7.267,9.987,10.883,2,No,,"  
Leverage low user negotiation registration",Yes,
2022-06-16 14:31:19,2022-06-16 15:02:31,IP Address,104.175.27.13,100,1872,True,2022-06-16 15:02:32,R_3rS3bXvGbj2ITEM,,,,,34.1979,-118.5371,anonymous,EN,11.358,28.47,28.754,4,I agree,546.82,561.771,563.149,4,Alabama,Alabama,526.765,537.772,538.071,3,"The project manager creates a blueprint that guides the project from conception to implementation, specifying its scope, necessary resources, expected time frame, communication strategy, and so on",6-10% of total capacity,145,11.452,32.171,32.446,5,6-10% savings per month,,No,,,4-6 years,,No,,,$101-$250,,Yes,Lower cancellation fees,,"Yes, terms will converge and become less customer friendly",,18.229,45.98,46.748,2,Slightly important,Very important,Moderately important,Moderately important,Very important,Very important,,,,,Slightly important,Very important,Moderately important,Very important,Slightly important,,,,,Probably not,Probably yes,Probably yes,Might or might not,Probably yes,Might or might not,Probably yes,,,,,21.527,40.91,41.221,2,6-8%,6-8%,5-10%,11-15%,Within first year of operation,Within 1-3 years,Yes,Qualified and reliable subscribers are a low risk factor for community energy project owners,Moderately likely,5,2,11.211,18.41,18.698,3,No,,It has a great impact on project development,Yes,
2022-06-16 14:46:29,2022-06-16 15:02:36,IP Address,47.4.12.116,100,966,True,2022-06-16 15:02:36,R_08tFu4DlmKJKTx7,,,,,32.9275,-97.2512,anonymous,EN,17.707,17.707,19.243,1,I agree,20.61,29.809,62.313,5,Alaska,Alaska,108.18,108.372,110.083,2,Try to nurture that audience,6-10% of total capacity,2000,25.294,26.892,27.836,2,6-10% savings per month,,Yes,Higher savings,,4-6 years,,Yes,Longer terms,,$101-$250,,Yes,Lower cancellation fees,,"Yes, terms will converge and become more customer friendly",,10.476,16.436,16.954,8,Very important,Moderately important,Slightly important,Moderately important,Moderately important,Very important,,,,,Moderately important,Slightly important,Moderately important,Moderately important,Moderately important,,,,,Probably yes,Might or might not,Might or might not,Probably not,Might or might not,Might or might not,Might or might not,,,,,21.686,23.278,24.338,4,3-5%,6-8%,11-15%,11-15%,Within first year of operation,Within 1-3 years,Yes,Check the full capacity of the other party before signing the contract,Neither likely nor unlikely,20,5,26.102,26.102,26.973,1,Yes,"  
Leverage low user negotiation registration",Every aspect has made a big impact,Yes,
2022-06-16 14:31:21,2022-06-16 15:02:50,IP Address,64.83.171.245,100,1888,True,2022-06-16 15:02:50,R_PZINmAl0mOmPmFP,,,,,44.3041,-120.8364,anonymous,EN,13.195,28.689,28.968,3,I agree,548.284,560.083,561.539,3,Alabama,Alabama,529.771,538.73,539.021,3,"The project manager creates a blueprint that guides the project from conception to implementation, specifying its scope, necessary resources, expected time frame, communication strategy, and so on",6-10% of total capacity,160,9.083,30.234,30.482,5,11-15% savings per month,,No,,,4-6 years,,No,,,$101-$250,,Yes,Lower cancellation fees,,"Yes, terms will converge and become more customer friendly",,24.5,47.219,48.571,2,Slightly important,Moderately important,Very important,Moderately important,Moderately important,Moderately important,,,,,Moderately important,Moderately important,Very important,Very important,Moderately important,,,,,Probably not,Might or might not,Probably yes,Probably yes,Might or might not,Probably yes,Might or might not,,,,,24.488,40.87,41.154,4,3-5%,3-5%,5-10%,5-10%,Within 1-3 years,Within first year of operation,Yes,Qualified and reliable subscribers are a low risk factor for community energy project owners,Slightly likely,5,3,12.339,18.362,18.642,3,No,,It has a great impact on project development,Yes,
2022-06-16 14:31:23,2022-06-16 15:03:08,IP Address,69.180.45.252,100,1904,True,2022-06-16 15:03:08,R_3HOosBGCtpqrbBB,,,,,33.9372,-84.0791,anonymous,EN,14.571,14.803,29.099,2,I agree,549.425,557.423,560.199,3,Alabama,Alabama,534.268,540.435,540.853,2,"The project manager creates a blueprint that guides the project from conception to implementation, specifying its scope, necessary resources, expected time frame, communication strategy, and so on",11-15% of total capacity,120,6.999,28.11,28.354,5,6-10% savings per month,,No,,,4-6 years,,No,,,$101-$250,,Yes,Lower cancellation fees,,"Yes, terms will converge and become more customer friendly",,28.581,47.129,47.448,2,Slightly important,Very important,Moderately important,Very important,Moderately important,Very important,,,,,Moderately important,Moderately important,Very important,Very important,Moderately important,,,,,Might or might not,Probably yes,Might or might not,Probably yes,Probably yes,Might or might not,Probably not,,,,,28.756,40.932,41.303,2,6-8%,3-5%,5-10%,11-15%,Within 3-5 years,Within 1-3 years,Yes,Qualified and reliable subscribers are a low risk factor for community energy project owners,Slightly likely,7,5,13.46,18.373,18.628,3,No,,It has a great impact on project development,Yes,
2022-06-16 14:31:26,2022-06-16 15:05:13,IP Address,73.115.134.100,100,2026,True,2022-06-16 15:05:13,R_3hANhBIQkCBgDmL,,,,,30.0524,-95.3707,anonymous,EN,15.572,27.956,28.19,3,I agree,551.078,556.773,558.126,2,Alabama,Alabama,1.664,546.067,546.395,4,"The project manager creates a blueprint that guides the project from conception to implementation, specifying its scope, necessary resources, expected time frame, communication strategy, and so on",11-15% of total capacity,200,4.975,26.175,26.411,5,6-10% savings per month,,No,,,4-6 years,,No,,,$1-$100,,Yes,Lower cancellation fees,,"Yes, terms will converge and become less customer friendly",,33.319,46.8,47.393,2,Slightly important,Very important,Very important,Moderately important,Moderately important,Very important,,,,,Slightly important,Moderately important,Very important,Very important,Moderately important,,,,,Might or might not,Might or might not,Probably yes,Might or might not,Probably yes,Probably yes,Definitely not,,,,,32.172,41.1,41.519,2,9-11%,3-5%,5-10%,11-15%,Within 1-3 years,Within 1-3 years,Yes,Qualified and reliable subscribers are a low risk factor for community energy project owners,Moderately unlikely,12,2,14.69,18.39,18.653,3,No,,It has a great impact on project development,Yes,
2022-06-16 14:31:29,2022-06-16 15:05:28,IP Address,97.66.212.198,100,2038,True,2022-06-16 15:05:28,R_27BAFGbhmGJ8oIO,,,,,34.0957,-86.578,anonymous,EN,17.784,28.93,29.197,4,I agree,552.495,555.815,557.209,3,Alabama,Alabama,1.061,546.801,547.105,4,"The project manager creates a blueprint that guides the project from conception to implementation, specifying its scope, necessary resources, expected time frame, communication strategy, and so on",6-10% of total capacity,120,2.642,23.954,24.26,5,0-5% savings per month,,No,,,7-10 years,,No,,,$1-$100,,Yes,Lower cancellation fees,,"Yes, terms will converge and become less customer friendly",,37.636,46.124,47.501,2,Slightly important,Very important,Moderately important,Moderately important,Moderately important,Very important,,,,,Moderately important,Moderately important,Very important,Very important,Moderately important,,,,,Probably not,Probably yes,Might or might not,Probably yes,Might or might not,Might or might not,Probably not,,,,,35.378,41.22,41.596,2,3-5%,6-8%,11-15%,5-10%,Within 3-5 years,Within first year of operation,Yes,Qualified and reliable subscribers are a low risk factor for community energy project owners,Slightly unlikely,30,3,16.033,18.496,18.8,3,No,,It has a great impact on project development,Yes,
2022-06-16 14:31:31,2022-06-16 15:05:44,IP Address,76.81.18.218,100,2052,True,2022-06-16 15:05:44,R_1jAF53BgjIjaRk8,,,,,33.8789,-117.5353,anonymous,EN,19.203,29.02,29.311,5,I agree,554.035,554.298,556.031,2,Alabama,Alabama,548.551,548.998,550.474,2,"The project manager creates a blueprint that guides the project from conception to implementation, specifying its scope, necessary resources, expected time frame, communication strategy, and so on",11-15% of total capacity,100,1.274,21.242,22.692,3,6-10% savings per month,,No,,,4-6 years,,No,,,$1-$100,,Yes,Lower cancellation fees,,"Yes, terms will converge and become less customer friendly",,41.508,45.405,46.292,2,Slightly important,Moderately important,Moderately important,Very important,Very important,Moderately important,,,,,Slightly important,Moderately important,Very important,Moderately important,Very important,,,,,Probably not,Might or might not,Probably yes,Probably yes,Probably yes,Might or might not,Probably yes,,,,,38.582,38.582,41.542,1,6-8%,3-5%,11-15%,11-15%,After 5 years,Within 1-3 years,Yes,Qualified and reliable subscribers are a low risk factor for community energy project owners,Neither likely nor unlikely,40,5,17.692,17.959,19.002,2,No,,It has a great impact on project development,Yes,
2022-06-16 14:57:17,2022-06-16 16:34:45,IP Address,192.80.205.239,100,5848,True,2022-06-16 16:34:46,R_4H4UunarpUUUv29,,,,,36.2178,-85.5423,anonymous,EN,7.366,7.366,8.237,1,I agree,37.047,49.265,51.717,3,"Florida,Hawaii,Kansas","Arizona,California,Indiana,Wisconsin",70.093,111.625,126.696,2,"  
Is to convince them of saving energy and money

 ",6-10% of total capacity,1000,24.095,26.249,28.734,2,6-10% savings per month,,Yes,Higher savings,,7-10 years,,Yes,Longer terms,,$101-$250,,Yes,Higher cancellation fees,,"Yes, terms will converge and become less customer friendly",,20.891,23.745,24.425,6,Very important,Moderately important,Very important,Slightly important,Moderately important,Moderately important,,,,,Very important,Moderately important,Slightly important,Moderately important,Moderately important,,,,,Probably not,Might or might not,Might or might not,Might or might not,Probably yes,Might or might not,Might or might not,,,,,1.013,2.387,3.501,4,6-8%,6-8%,11-15%,11-15%,Prior to COD,Within 1-3 years,Yes,"At the same time as quality responsibility, delivery responsibility, etc",Moderately likely,20,2,10.954,10.954,11.729,1,Yes,Nothing has changed,Particularly influential,Yes,
2022-06-16 14:54:32,2022-06-16 16:34:47,IP Address,100.8.70.102,100,6015,True,2022-06-16 16:34:48,R_2ahlAtg8QE2rlzx,,,,,40.3584,-74.0681,anonymous,EN,14.458,14.458,15.267,1,I agree,26.811,35.768,69.973,3,"Delaware,District of Columbia","Alaska,Arkansas,California,Colorado",85.614,85.614,96.455,1,"  
Is to convince them of saving energy and money

 ",6-10% of total capacity,"   Is to convince them of saving energy and money   ",28.671,33.985,34.792,2,6-10% savings per month,,Yes,Higher savings,,7-10 years,,Yes,Longer terms,,$101-$250,,Yes,Lower cancellation fees,,"Yes, terms will converge and become more customer friendly",,63.313,66.422,67.949,7,Very important,Very important,Very important,Very important,Very important,Very important,Extremely important,,,,Moderately important,Moderately important,Slightly important,Moderately important,Very important,Moderately important,,Moderately important,,Might or might not,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Might or might not,,,,,23.151,26.694,27.216,7,6-8%,9-11%,11-15%,11-15%,Within 1-3 years,Within 3-5 years,Yes,"At the same time as quality responsibility, delivery responsibility, etc",Extremely likely,30,10,14.655,14.655,15.367,1,Yes,Nothing has changed,Particularly influential,Yes,
2022-06-16 14:54:48,2022-06-16 16:34:50,IP Address,209.184.91.103,100,6002,True,2022-06-16 16:34:50,R_1ff4wNgNJcT5SHP,,,,,29.5542,-95.7325,anonymous,EN,13.224,13.224,13.904,1,I agree,43.37,44.191,78.557,3,"Arizona,Arkansas,Connecticut","Arizona,Arkansas,California,Wisconsin",78.844,78.844,90.007,1,"  
Is to convince them of saving energy and money

 ",,1000,31.645,33.149,33.907,2,6-10% savings per month,,Yes,Higher savings,,7-10 years,,Yes,Longer terms,,$251-$500,,Yes,Lower cancellation fees,,"Yes, terms will converge and become less customer friendly",,56.883,62.571,63.767,7,Very important,Moderately important,Slightly important,Moderately important,Moderately important,Moderately important,Moderately important,,,,Moderately important,Moderately important,Moderately important,Moderately important,Slightly important,Not at all important,,Not at all important,,Might or might not,Might or might not,Probably yes,Might or might not,Might or might not,Might or might not,Probably yes,,,,,15.636,25.888,26.459,5,3-5%,6-8%,11-15%,11-15%,Within 3-5 years,Within 1-3 years,Yes,"At the same time as quality responsibility, delivery responsibility, etc",Moderately likely,35,10,18.079,18.079,18.751,1,Yes,Nothing has changed,Particularly influential,Yes,
2022-06-16 14:56:06,2022-06-16 16:34:52,IP Address,75.111.166.90,100,5926,True,2022-06-16 16:34:52,R_2QS2C6i3P0LxBef,,,,,33.5119,-101.9316,anonymous,EN,10.311,10.311,13.237,1,I agree,46.603,47.405,83.038,3,"California,Colorado,Delaware","Arkansas,California,Connecticut,Delaware",77.263,77.263,81.385,1,"  
Is to convince them of saving energy and money

 ",6-10% of total capacity,1000,24.952,26.649,27.433,2,6-10% savings per month,,Yes,Higher savings,,11-15 years,,Yes,Longer terms,,$101-$250,,Yes,Lower cancellation fees,,"Yes, terms will converge and become less customer friendly",,16.785,20.293,22.057,6,Very important,Slightly important,Moderately important,Extremely important,Extremely important,Very important,,,,,Slightly important,Moderately important,Moderately important,Very important,Very important,Moderately important,,Moderately important,,Might or might not,Might or might not,Probably yes,Probably yes,Probably not,Probably not,Might or might not,Probably yes,,,,32.697,34.841,35.989,5,3-5%,6-8%,5-10%,11-15%,Within 1-3 years,After 5 years,Yes,"At the same time as quality responsibility, delivery responsibility, etc",Moderately likely,25,5,20.353,20.353,21.257,1,Yes,Nothing has changed,Particularly influential,Yes,
2022-06-16 14:56:57,2022-06-16 16:34:53,IP Address,76.215.26.35,100,5876,True,2022-06-16 16:34:54,R_3EXZLh6DGTWG9zp,,,,,42.9778,-87.891,anonymous,EN,23.762,23.762,24.809,1,I agree,39.179,39.935,82.515,3,"Alaska,Arkansas,California","Alabama,Alaska,California,Connecticut",74.687,74.687,75.65,1,"  
Is to convince them of saving energy and money

 ",11-15% of total capacity,2000,23.532,25.086,26.41,2,6-10% savings per month,,Yes,Higher savings,,7-10 years,,Yes,Longer terms,,$101-$250,,Yes,Lower cancellation fees,,"Yes, terms will converge and become less customer friendly",,23.221,29.255,31.177,8,Very important,Very important,Very important,Slightly important,Extremely important,Moderately important,Very important,,Moderately important,,Very important,Very important,Moderately important,Moderately important,Moderately important,,,,,Might or might not,Probably yes,Probably yes,Might or might not,Might or might not,Probably not,Might or might not,,,,,43.163,45.835,46.787,7,6-8%,Unsure,11-15%,16-20%,Within 3-5 years,,Yes,"At the same time as quality responsibility, delivery responsibility, etc",Moderately likely,25,5,28.861,28.861,29.79,1,Yes,Nothing has changed,Particularly influential,Yes,
2022-06-16 20:45:42,2022-06-16 20:47:25,IP Address,75.164.155.7,100,103,True,2022-06-16 20:47:26,R_2Bg47aolhHKFG2b,,,,,45.4752,-122.5561,anonymous,EN,1.155,1.155,1.957,1,I agree,7.501,15.869,17.468,5,"Alaska,California,Oregon","Arkansas,California",0,0,3.821,0,,,,0,0,1.903,0,,,,,,,,,,,,,,,,,,0,0,1.502,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.98,0,,,,,,,,,,,,0.87,0.87,1.324,1,,,,Yes,
2022-06-17 08:31:24,2022-06-17 08:49:26,IP Address,66.128.0.202,100,1082,True,2022-06-17 08:49:27,R_qV0BdzlIhCz96oN,,,,,40.6368,-74.0005,anonymous,EN,4.881,4.881,6.058,1,I agree,87.488,126.351,127.82,4,"California,District of Columbia,New York,Oregon","Delaware,Hawaii,Maine,West Virginia",12.317,14.514,15.345,3,,More than 20% of total capacity,20,1.627,9.917,10.455,5,Unsure,,Unsure,,,7-10 years,,No,,,$101-$250,,No,,,"Yes, terms will converge and become less customer friendly",,1.628,12.029,12.89,9,Slightly important,Moderately important,Moderately important,Very important,Very important,Moderately important,,,,,Very important,Moderately important,Moderately important,Extremely important,Very important,,,,,Probably not,Probably yes,Probably not,Might or might not,Probably not,Probably not,Might or might not,,,,,1.082,4.749,5.184,6,6-8%,6-8%,16-20%,16-20%,Within 1-3 years,Within 1-3 years,No,,Slightly likely,,,2.929,4.111,4.471,3,Yes,,,Yes,
2022-06-17 10:00:10,2022-06-17 10:26:50,IP Address,65.129.206.46,100,1600,True,2022-06-17 10:26:51,R_2Sq5juVozjiwSaF,,,,,43.578,-116.2954,anonymous,EN,46.214,218.492,218.79,12,I agree,1.169,3.368,5.113,5,Alabama,Alabama,2.231,281.021,281.385,25,"Easily assign tasks and prioritize what's most important to your team. Set project timeline, milestones and dependencies, and manage your team’s entire workload all in one place.",6-10% of total capacity,135,0.808,29.727,30.074,4,6-10% savings per month,,No,,,4-6 years,,No,,,No cancellation fee,,Yes,Lower cancellation fees,,"Yes, terms will converge and become more customer friendly",,1.09,51.25,52.041,2,Moderately important,Very important,Moderately important,Very important,Very important,Moderately important,,,,,Very important,Moderately important,Very important,Very important,Very important,,,,,Might or might not,Probably yes,Might or might not,Probably yes,Probably yes,Probably yes,Probably not,,,,,21.407,96.136,96.433,4,3-5%,6-8%,5-10%,11-15%,Within 1-3 years,Within 1-3 years,Yes,"'- the churn rate tells you how many existing customers are leaving your business, so reducing the churn rate will have a huge positive impact on your revenue stream",Moderately likely,25,3,0.868,19.238,19.466,5,Yes,Gradual decrease of registered amount,"Yes, it has a great impact on our project development and financing",Yes,
2022-06-17 10:02:47,2022-06-17 10:27:12,IP Address,70.122.18.195,100,1465,True,2022-06-17 10:27:13,R_26eRtGkMtBiJZ98,,,,,30.5154,-97.6689,anonymous,EN,5.015,18.045,18.416,3,I agree,7.73,37.7,38.468,3,Alabama,Alabama,3.99,282.754,283.085,5,"Easily assign tasks and prioritize what's most important to your team. Set project timeline, milestones and dependencies, and manage your team’s entire workload all in one place.",6-10% of total capacity,140,1.614,29.508,29.82,7,6-10% savings per month,,No,,,4-6 years,,No,,,No cancellation fee,,Yes,Lower cancellation fees,,"Yes, terms will converge and become more customer friendly",,4.637,50.333,51.069,2,Slightly important,Moderately important,Very important,Moderately important,Very important,Moderately important,,,,,Very important,Moderately important,Very important,Very important,Very important,,,,,Might or might not,Probably yes,Might or might not,Probably yes,Probably yes,Might or might not,Probably yes,,,,,59.941,96.836,97.15,2,6-8%,3-5%,16-20%,5-10%,Within 1-3 years,Within 1-3 years,Yes,"'- the churn rate tells you how many existing customers are leaving your business, so reducing the churn rate will have a huge positive impact on your revenue stream",Moderately likely,25,2,7.368,51.392,51.894,7,Yes,Gradual decrease of registered amount,"Yes, it has a great impact on our project development and financing",Yes,
2022-06-17 10:03:13,2022-06-17 10:27:39,IP Address,98.149.19.254,100,1466,True,2022-06-17 10:27:39,R_31yMNVed69CK6MP,,,,,33.7518,-117.9932,anonymous,EN,15.739,18.811,19.206,3,I agree,20.112,21.689,23.418,3,Alabama,Alabama,181.52,181.87,182.759,2,"Easily assign tasks and prioritize what's most important to your team. Set project timeline, milestones and dependencies, and manage your team’s entire workload all in one place.",6-10% of total capacity,120,12.145,28.911,29.763,4,6-10% savings per month,,No,,,4-6 years,,Yes,Shorter terms,,No cancellation fee,,Yes,Lower cancellation fees,,"Yes, terms will converge and become more customer friendly",,39.083,42.88,43.973,2,Moderately important,Moderately important,Very important,Very important,Very important,Moderately important,,,,,Moderately important,Very important,Very important,Moderately important,Very important,,,,,Might or might not,Might or might not,Probably yes,Might or might not,Probably yes,Probably yes,Might or might not,,,,,93.118,93.118,96.377,1,9-11%,6-8%,11-15%,5-10%,Within 1-3 years,Within 1-3 years,Yes,"'- the churn rate tells you how many existing customers are leaving your business, so reducing the churn rate will have a huge positive impact on your revenue stream",Slightly unlikely,26,3,38.787,39.042,39.881,2,Yes,Gradual decrease of registered amount,"Yes, it has a great impact on our project development and financing",Yes,
2022-06-17 10:03:08,2022-06-17 10:27:40,IP Address,68.119.146.37,100,1472,True,2022-06-17 10:27:41,R_24D89rJHulXDnxe,,,,,34.123,-117.8988,anonymous,EN,12.7,18.646,18.897,3,I agree,17.232,24.599,26.216,3,Alabama,Alabama,176.947,181.427,181.845,3,"Easily assign tasks and prioritize what's most important to your team. Set project timeline, milestones and dependencies, and manage your team’s entire workload all in one place.",11-15% of total capacity,110,12.387,32.139,32.389,6,11-15% savings per month,,No,,,4-6 years,,Yes,Longer terms,,No cancellation fee,,Yes,Lower cancellation fees,,"Yes, terms will converge and become more customer friendly",,28.15,44.757,45.47,4,Moderately important,Moderately important,Very important,Moderately important,Very important,Very important,Very important,,Moderately important,,Moderately important,Very important,Very important,Moderately important,Very important,,,,,Might or might not,Might or might not,Probably yes,Probably yes,Probably yes,Probably yes,Might or might not,,,,,85.201,97.562,97.819,2,9-11%,6-8%,11-15%,5-10%,Within first year of operation,Within 1-3 years,Yes,"'- the churn rate tells you how many existing customers are leaving your business, so reducing the churn rate will have a huge positive impact on your revenue stream",Moderately unlikely,29,2,36.534,39.952,40.241,3,Yes,Gradual decrease of registered amount,"Yes, it has a great impact on our project development and financing",Yes,
2022-06-17 10:03:10,2022-06-17 10:27:40,IP Address,73.76.134.200,100,1469,True,2022-06-17 10:27:41,R_3ITeeRtarpVph7b,,,,,29.4085,-95.2499,anonymous,EN,14.122,18.674,19.068,3,I agree,18.319,22.813,24.581,3,Alabama,Alabama,180.309,182.931,183.261,3,"Easily assign tasks and prioritize what's most important to your team. Set project timeline, milestones and dependencies, and manage your team’s entire workload all in one place.",6-10% of total capacity,110,14.091,32.619,32.957,6,6-10% savings per month,,No,,,7-10 years,,Yes,Shorter terms,,$1-$100,,Yes,Lower cancellation fees,,"Yes, terms will converge and become more customer friendly",,34.842,44.331,44.685,3,Slightly important,Very important,Very important,Moderately important,Very important,Moderately important,,,,,Slightly important,Very important,Very important,Moderately important,Very important,,,,,Might or might not,Might or might not,Probably yes,Might or might not,Probably yes,Might or might not,Probably yes,,,,,89.694,97.253,97.618,2,6-8%,9-11%,11-15%,5-10%,Within first year of operation,Within 1-3 years,Yes,"'- the churn rate tells you how many existing customers are leaving your business, so reducing the churn rate will have a huge positive impact on your revenue stream",Slightly likely,30,3,27.136,29.201,29.599,3,Yes,Gradual decrease of registered amount,"Yes, it has a great impact on our project development and financing",Yes,
